state,item_name,rasa,virya,vipaka,dosha_impact,effect_on_agni,best_use_case
 Arunachal Pradesh,Khaman Dhokla,"Savory, Slightly Sweet",Neutral,Sweet,Balances Vata,Soothing,Snack or breakfast dish
 Arunachal Pradesh,Tamphu,"Bitter, Astringent",Cooling,Sweet,Balances Pitta and Kapha,Enhances Agni,Used in salads and side dishes
 Arunachal Pradesh,Ngop,"Sour, Salty",Heating,Acid,Balances Vata,Stimulates Agni,Curbing nausea and improving digestion
 Arunachal Pradesh,Lukter,"Bitter, Pungent",Cooling,Pungent,Balances Kapha,Moderate Agni,Used in traditional meals
 Arunachal Pradesh,Khar,"Pungent, Salty",Heating,Pungent,Balances Vata and Kapha,Enhances Agni,Enhancing flavors in rice dishes
 Arunachal Pradesh,Dhokpo,"Sweet, Astringent",Cooling,Sweet,Balances Pitta,Soothes Agni,Served as a light meal or snack
 Arunachal Pradesh,Facebook messenger bot,"Salty, Bitter",Heating,Pungent,Balances Vata,Stimulates Agni,Used in curries and gravies
 Arunachal Pradesh,Ber,"Sweet, Astringent",Cooling,Sweet,Balances Pitta,Soothes Agni,Eaten as a snack or mixed in desserts
 Arunachal Pradesh,Bamboo shoots,"Bitter, Pungent",Cooling,Pungent,Balances Pitta and Kapha,Moderate Agni,Used in stir-fries and curries
 Arunachal Pradesh,Potato curry,"Sweet, Spicy",Heating,Sweet,Balances Vata,Enhances Agni,Served with rice or chapati
 Arunachal Pradesh,Chura,"Sweet, Salty",Cooling,Sweet,Balances Pitta,Sustains Agni,Traditional breakfast item
 Arunachal Pradesh,Kodo millet,"Bitter, Astringent",Heating,Pungent,Balances Kapha,Enhances Agni,Used in porridge and nutritious recipes
 Arunachal Pradesh,Pongal,"Sweet, Salty",Heating,Sweet,Balances Vata,Enhances Agni,Traditional festive dish
 Arunachal Pradesh,Ridge gourd,"Bitter, Astringent",Cooling,Sweet,Balances Pitta,Soothes Agni,Used in light curries and soups
 Arunachal Pradesh,Roti,Sweet,Heating,Sweet,Balances Vata,Moderate Agni,Accompaniment for various dishes
 Arunachal Pradesh,Sawa rice,"Sweet, Astringent",Cooling,Sweet,Balances Pitta,Soothes Agni,Traditional staple food
 Arunachal Pradesh,Pumpkin curry,"Sweet, Salty",Heating,Sweet,Balances Vata,Enhances Agni,Served with rice or flatbreads
 Arunachal Pradesh,Green tea,"Bitter, Astringent",Cooling,Bitter,Balances Pitta,Moderate Agni,Refreshing beverage
 Arunachal Pradesh,Ginger tea,"Pungent, Spicy",Heating,Pungent,Balances Vata,Enhances Agni,Digestive aid
 Arunachal Pradesh,Chili chutney,"Pungent, Sour",Heating,Pungent,Balances Vata,Stimulates Agni,Accompanies main meals for flavor
 Arunachal Pradesh,Rice beer,"Sweet, Astringent",Heating,Sweet,Balances Vata,Moderate Agni,Traditional beverage for celebrations
 Arunachal Pradesh,Jai,"Bitter, Astringent",Cooling,Bitter,Balances Pitta,Soothes Agni,Used in soups and cuisine
 Arunachal Pradesh,Himalayan herbs salad,"Bitter, Astringent",Cooling,Sweet,Balances Pitta and Kapha,Enhances Agni,Healthy dish rich in nutrients
 Arunachal Pradesh,Mango pickle,"Salty, Spicy",Heating,Pungent,Balances Vata,Stimulates Agni,Served as a condiment with meals
 Arunachal Pradesh,Vegetable momos,"Sweet, Salty",Heating,Sweet,Balances Vata,Enhances Agni,Popular snack or appetizer
 Arunachal Pradesh,Zan,"Madhura, Amla",Ushna,Madhura,Balances Vata and Pitta,Slightly increases,As a staple food with vegetable curries
 Arunachal Pradesh,Glimu,Amla,Ushna,Amla,Increases Pitta,Moderates,In light meals or as a side dish
 Arunachal Pradesh,Khar,"Katu, Amla",Ushna,Amla,Balances all doshas,Increases,With rice for special occasions
 Arunachal Pradesh,Pudla,"Amla, Katu",Ushna,Madhura,Balances Vata,Enhances,As a breakfast item
 Arunachal Pradesh,Chura Pitha,Madhura,Ushna,Madhura,Balances Vata and Pitta,Moderates,As a festive dish
 Arunachal Pradesh,Tama,"Katu, Tikta",Sita,Katu,Increases Vata,Sharpens,With rice or roti
 Arunachal Pradesh,Momos,"Madhura, Amla",Ushna,Madhura,Balances Vata and Pitta,Enhances,As a snack or starter
 Arunachal Pradesh,Bamboo Shoot Curry,"Katu, Amla",Ushna,Amla,Increases Pitta,Moderates,Served with rice
 Arunachal Pradesh,Paaluk,Madhura,Ushna,Madhura,Balances Vata,Enhances,As a side dish with main meals
 Arunachal Pradesh,Khar Chura,Katu,Ushna,Amla,Increases Vata,Sharpens,With tea or as a light meal
 Arunachal Pradesh,Goor,Madhura,Ushna,Madhura,Balances all doshas,Slightly increases,As sweetener in teas or snacks
 Arunachal Pradesh,Kokor,Katu,Ushna,Katu,Increases Pitta,Sharpens,With rice or as a stir-fry
 Arunachal Pradesh,Bhut Jolokia Vegetable,Katu,Ushna,Katu,Increases Pitta,Enhances,In spicy curries
 Arunachal Pradesh,Tukpa,"Amla, Katu",Ushna,Amla,Balances Vata and Pitta,Enhances,As a warming soup during cold
 Arunachal Pradesh,Nukoy,Madhura,Ushna,Madhura,Balances all doshas,Moderates,As a sweet treat
 Arunachal Pradesh,Ramu,Madhura,Sita,Madhura,Balances all doshas,Enhances,As an accompaniment for rice
 Arunachal Pradesh,Pukhlein,Madhura,Ushna,Madhura,Balances Vata and Pitta,Moderates,As a snack or light meal
 Arunachal Pradesh,Bamboo Shoot Salad,"Katu, Amla",Ushna,Amla,Increases Pitta,Sharpens,As a side dish with rice
 Arunachal Pradesh,Tadi,Madhura,Ushna,Madhura,Balances Vata,Enhances,As a traditional sweet during festivals
 Arunachal Pradesh,Tukpa,"Madhura, Katu",Ushna,Madhura,Balances Vata and Pitta,Enhances,As a comforting noodle soup
 Arunachal Pradesh,Khichu,Madhura,Ushna,Madhura,Balances Vata and Pitta,Enhances,As a meal for parties and gatherings
 Arunachal Pradesh,Galho,Madhura,Ushna,Madhura,Balances all doshas,Moderates,As a hearty stew with grains
 Arunachal Pradesh,Litti,Madhura,Ushna,Madhura,Balances Vata and Kapha,Enhances,As a snack or meal
Bihar,Litti Chokha,"Rukti (Fatty), Kashaya (Astringent)",Ushna (Hot),Madhura (Sweet),Balances Vata and Kapha,Increases Agni,Served as a main dish with brinjal and tomato chokha.
Bihar,Sattu Paratha,"Madhura (Sweet), Amla (Sour)",Ushna (Hot),Madhura (Sweet),Balances Vata and Pitta,Stimulates Agni,Served with curd or pickles for breakfast.
Bihar,Kadhi Badi,"Amla (Sour), Lavana (Salty)",Ushna (Hot),Katu (Pungent),Balances Vata,Increases Agni,Best for lunch with rice.
Bihar,Chura Dahi,"Madhura (Sweet), Amla (Sour)",Ushna (Hot),Madhura (Sweet),Balances Vata and Pitta,Moderate effect on Agni,Popular breakfast item.
Bihar,Dal Puri,"Madhura (Sweet), Lavana (Salty)",Ushna (Hot),Madhura (Sweet),Balances Vata and Kapha,Increases Agni,Served during festivals or special occasions.
Bihar,Aloo Bihari,"Madhura (Sweet), Katu (Pungent)",Ushna (Hot),Madhura (Sweet),Balances Vata and Kapha,Moderate effect on Agni,Perfect side dish with roti or rice.
Bihar,Bhindi Masala,"Amla (Sour), Katu (Pungent)",Ushna (Hot),Katu (Pungent),Balances Vata,Increases Agni,Served as a vegetable side dish.
Bihar,Baigana Bharta,"Amla (Sour), Katu (Pungent)",Ushna (Hot),Madhura (Sweet),Balances Vata and Pitta,Stimulates Agni,Goes well with rice or chapati.
Bihar,Vegetable Pulao,"Madhura (Sweet), Amla (Sour)",Ushna (Hot),Madhura (Sweet),Balances Vata and Pitta,Moderate effect on Agni,Ideal for lunch or dinner.
Bihar,Chana Dal,"Madhura (Sweet), Katu (Pungent)",Ushna (Hot),Madhura (Sweet),Balances Vata and Kapha,Increases Agni,Common accompaniment with rice.
Bihar,Pitha,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Balances Vata,Stimulates Agni,Sweet or savory dumplings enjoyed as snacks.
Bihar,Thekua,Madhura (Sweet),Ushna (Hot),Madhura (Sweet),Balances Vata and Pitta,Moderate effect on Agni,Traditional sweet for festivals.
Bihar,Masoor Dal,"Madhura (Sweet), Amla (Sour)",Ushna (Hot),Madhura (Sweet),Balances Vata,Increased Agni,Served with rice or chapati.
Bihar,Rajma,"Madhura (Sweet), Katu (Pungent)",Ushna (Hot),Madhura (Sweet),Balances Vata and Kapha,Increases Agni,Good with rice or roti.
Bihar,Pav Bhaji,"Madhura (Sweet), Katu (Pungent)",Ushna (Hot),Katu (Pungent),Balances Vata,Stimulates Agni,Popular street food option.
Bihar,Lentil Soup,"Madhura (Sweet), Amla (Sour)",Ushna (Hot),Madhura (Sweet),Balances Vata and Pitta,Moderate effect on Agni,Comfort food during cold weather.
Bihar,Moong Dal,"Madhura (Sweet), Amla (Sour)",Ushna (Hot),Madhura (Sweet),Balances Vata,Increases Agni,Commonly paired with rice.
Bihar,Palak Paneer,"Amla (Sour), Madhura (Sweet)",Ushna (Hot),Madhura (Sweet),Balances Vata and Pitta,Stimulates Agni,Served with naan or rice.
Bihar,Vegetable Curry,"Madhura (Sweet), Katu (Pungent)",Ushna (Hot),Madhura (Sweet),Balances Vata and Kapha,Increases Agni,Pair with rice or bread.
Bihar,Khichdi,"Madhura (Sweet), Amla (Sour)",Ushna (Hot),Madhura (Sweet),Balances all doshas,Stimulates Agni,Ideal during illness for easy digestion.
Bihar,Paneer Tikka,"Madhura (Sweet), Katu (Pungent)",Ushna (Hot),Madhura (Sweet),Balances Vata,Increases Agni,Served as an appetizer.
Bihar,Chow Mein,"Madhura (Sweet), Katu (Pungent)",Ushna (Hot),Madhura (Sweet),Balances Kapha,Increases Agni,Quick meal option.
Bihar,Litti Chokha,"Ushna, Madhura",Virya,Madhura,Vata-Pitta,Deepana,Main course meal
Bihar,Samosa,"Ushna, Katu",Ushna,Katu,Vata,Deepana,Snack or appetizer
Bihar,Kheer,"Madhura, Drava",Sheeta,Madhura,Pitta,"Bland, soothing",Dessert
Bihar,Baida Roti,"Ushna, Madhura",Ushna,Madhura,Vata-Pitta,Deepana,Breakfast or snack
Bihar,Chura Dahi,"Madhura, Sita",Sheeta,Madhura,Kapha,Mildly balancing,Light meal or breakfast
Bihar,Puri Sabzi,"Ushna, Katu",Ushna,Katu,Vata-Pitta,Deepana,Main course meal
Bihar,Aloo Gobi,"Katu, Madhura",Ushna,Madhura,Vata-Pitta,Deepana,Side dish
Bihar,Daal Puri,"Ushna, Katu",Ushna,Katu,Vata-Pitta,Deepana,Snack or main course
Bihar,Chana Masala,"Katu, Madhura",Ushna,Madhura,Vata-Pitta,Deepana,Main course dish
Bihar,Bihari Kebab (Vegetable),"Ushna, Katu",Ushna,Katu,Vata-Pitta,Deepana,Snack
Bihar,Mixed Vegetable Curry,"Madhura, Katu",Ushna,Madhura,Vata-Pitta,Deepana,Main course dish
Bihar,Panchmel Daal,"Madhura, Pitta",Ushna,Madhura,Pitta,Deepana,Main course meal
Bihar,Dhokla,"Ushna, Madhura",Ushna,Madhura,Vata,Deepana,Snack or breakfast
Bihar,Methi Thepla,"Katu, Madhura",Ushna,Katu,Vata,Deepana,Breakfast or meal
Bihar,Aloo Paratha,"Madhura, Katu",Ushna,Madhura,Vata-Pitta,Deepana,Breakfast or main course
Bihar,Mung Daal,"Ushna, Madhura",Ushna,Madhura,Vata-Kapha,Deepana,Main course dish
Bihar,Chana Daal,"Madhura, Katu",Ushna,Katu,Vata-Pitta,Deepana,Main course meal
Bihar,Bihari Saag,"Bitter, Madhura",Ushna,Madhura,Vata,Deepana,Main course dish
Bihar,Gajar ka Halwa,"Madhura, Drava",Ushna,Madhura,Vata-Pitta,Deepana,Dessert
Bihar,Khichdi,"Madhura, Drava",Madhura,Madhura,Vata-Kapha,Balancing,Comfort food or meal
Bihar,Paalak Paneer,"Madhura, Amla",Ushna,Madhura,Vata-Pitta,Deepana,Main course dish
Bihar,Bhindi Masala,"Katu, Madhura",Ushna,Madhura,Vata-Pitta,Deepana,Side dish
Bihar,Dal Bafla,"Ushna, Madhura",Ushna,Madhura,Vata-Pitta,Deepana,Main course dish
Bihar,Sabzi Roti,"Ushna, Katu",Ushna,Katu,Vata,Deepana,Main course meal
Bihar,Litti Chokha,"Madhura, Amla",Ushna,Madhura,Vata-Pitta Kafa,"Sukshma, Deepana",Main course meal
Bihar,Sattu Paratha,"Madhura, Amla",Ushna,Madhura,Vata-Pitta,Deepana,Breakfast option
Bihar,Bihari Kadhi,"Amla, Katu",Ushna,Madhura,Kapha,Deepana,Main course paired with rice
Bihar,Aloo Bihari,"Madhura, Katu",Ushna,Katu,Vata-Kapha,Balancing,Side dish
Bihar,Dal Puri,"Madhura, Katu",Ushna,Madhura,Vata-Pitta,Deepana,Breakfast or snack
Bihar,Chura Dahi,Madhura,Ushna,Madhura,Vata-Kapha,Balancing,Light meal or snack
Bihar,Bihar Ki Kheer,Madhura,Ushna,Madhura,Vata-Pitta,Balancing,Dessert
Bihar,Baida Roti,"Katu, Amla",Ushna,Katu,Vata-Kapha,Deepana,Snack or breakfast
Bihar,Masoor Dal,"Madhura, Amla",Ushna,Madhura,Vata-Pitta,Deepana,Main course
Bihar,Methi Thepla,"Amla, Katu",Ushna,Madhura,Vata-Kapha,Deepana,Breakfast or tea time snack
Bihar,Puri Sabzi,Madhura,Ushna,Madhura,Vata-Pitta,Balancing,Lunch or dinner
Bihar,Khichdi,"Madhura, Amla",Ushna,Madhura,Vata-Pitta,Balancing,Comfort food during illness
Bihar,Chana Dal,"Madhura, Katu",Ushna,Madhura,Vata-Kapha,Deepana,Main course
Bihar,Daal Chura,"Madhura, Katu",Ushna,Madhura,Vata-Kapha,Balancing,Snack or hearty meal
Bihar,Bihari Lassi,Madhura,Ushna,Madhura,Pitta-Kapha,Balancing,Refreshment
Bihar,Bhindi Masala,"Katu, Amla",Ushna,Madhura,Vata-Pitta,Deepana,Side dish
Bihar,Gajar Ka Halwa,Madhura,Ushna,Madhura,Vata-Kapha,Deepana,Dessert
Bihar,Dum Aloo,"Madhura, Katu",Ushna,Madhura,Vata-Kapha,Balancing,Main course meal
Bihar,Samosa,"Katu, Amla",Ushna,Katu,Vata-Kapha,Deepana,Snack
Bihar,Pitha,Madhura,Ushna,Madhura,Vata-Pitta,Balancing,Festive occasion
Bihar,Rajma,"Madhura, Katu",Ushna,Madhura,Vata-Pitta,Deepana,Main course
Bihar,Dahi Vada,Madhura,Ushna,Madhura,Vata-Kapha,Balancing,Snack or appetizer
Bihar,Aloo Gobi,"Madhura, Katu",Ushna,Madhura,Vata-Kapha,Deepana,Side dish
Bihar,Vegetable Biryani,"Madhura, Amla",Ushna,Madhura,Vata-Pitta,Balancing,Festive meal
Bihar,Kachori,"Katu, Amla",Ushna,Madhura,Vata-Pitta,Deepana,Snack or breakfast
Bihar,Dum aloo Bihari,"Madhura, Katu",Ushna,Madhura,Vata-Kapha,Deepana,Main course meal
Bihar,Litti Chokha,"Rasa (Taste) - Madhura, Amla",Ushna (Heating),Madhura (Sweet),Balances Vata and Kapha,Agni enhancing,"Main course, especially during winter."
Bihar,Sattu Paratha,"Rasa - Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Improves digestion,Breakfast item or light meal.
Bihar,Daal Puri,Rasa - Madhura,Ushna,Madhura,Balancing for Vata,Supports healthy digestion,Snacks or main course during celebrations.
Bihar,Chura Dahi,"Rasa - Madhura, Amla",Shita (Cooling),Madhura,Balances Pitta and Vata,Calming effect on digestive fire,Light breakfast or evening snack.
Bihar,Kadhi Badi,"Rasa - Katu, Amla",Ushna,Katu,Balances Vata and Kapha,Stimulates digestion,Main course with rice.
Bihar,Aloo Ka Bharta,"Rasa - Amla, Madhura",Ushna,Madhura,Balances Vata,Enhances digestive fire,Accompaniment with chapatti.
Bihar,Seviyan (Vermicelli),Rasa - Madhura,Ushna,Madhura,Balances Vata and Kapha,Supports digestion,Dessert or light snack.
Bihar,Thukpa,"Rasa - Uda, Amla",Ushna,Madhura,Balances Vata,Stimulates appetite,"Light meal, especially during winter."
Bihar,Malpua,Rasa - Madhura,Ushna,Madhura,Balances all doshas in moderation,Enhances digestive capabilities,Festival sweet or snack.
Bihar,Puri Sabzi,"Rasa - Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Supports digestive fire,Main course on festive days.
Bihar,Aloo Tamatar Ki Sabzi,"Rasa - Amla, Katu",Ushna,Madhura,Balances Vata,Enhances digestive capacity,Accompaniment with chapatti or rice.
Bihar,Chana Sattu,"Rasa - Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Supports digestive health,Healthy snack option.
Bihar,Bhindi Masala,"Rasa - Amla, Katu",Ushna,Madhura,Balances Vata,Stimulates appetite,Main course side dish.
Bihar,Khichdi,"Rasa - Madhura, Amla",Ushna,Madhura,Balances all doshas,Nourishing to digestive fire,"Comfort food, especially during illness."
Bihar,Sabudana Khichdi,Rasa - Madhura,Ushna,Madhura,Balances Vata and Kapha,Enhances digestive ability,Light meal during fasting.
Bihar,Baida Roti,"Rasa - Madhura, Amla",Ushna,Madhura,Balances Vata,Supports digestion,Main dish for winter.
Bihar,Mixed Vegetable Curry,"Rasa - Amla, Katu",Ushna,Madhura,Balances Vata and Kapha,Stimulates digestive fire,Main course with rice or roti.
Bihar,Pakhala Bhata,Rasa - Amla,Shita,Madhura,Balancing for Pitta,"Cooling effect, good for heat",Refreshing meal in hot seasons.
Bihar,Bhaat (Rice),Rasa - Madhura,Ushna,Madhura,Balances Vata and Pitta,Nourishing,Staple food with various curries.
Bihar,Methi Thepla,Rasa - Katu,Ushna,Madhura,Balances Vata,Stimulates appetite,Breakfast or snack option.
Bihar,Rajma,"Rasa - Amla, Katu",Ushna,Madhura,Balances Vata and Kapha,Improves digestion,Main dish with rice.
Bihar,Bihar Ka Chura,Rasa - Madhura,Ushna,Madhura,Balances Kapha,Enhances digestive health,Healthy evening snack.
Bihar,Pithla,"Rasa - Katu, Uda",Ushna,Madhura,Balances Vata,Stimulating,Main dish with bhakri or rice.
Chhattisgarh,Chana Samosa,"Uttama (Pungent, Salty)",Ushna (Heating),Katu (Pungent),Vata-Pitta,Agni Enhancer,Snack or appetizer
Chhattisgarh,Bafauri,"Madhura (Sweet, Pungent)",Ushna (Heating),Madhura (Sweet),Vata-Kapha,Moderate,Tea time snack
Chhattisgarh,Farcha,Katu (Pungent),Ushna (Heating),Amla (Sour),Pitta,Agni Enhancer,Main dish or side dish
Chhattisgarh,Dubki Kadhi,Amla (Sour),Shita (Cooling),Madhura (Sweet),Pitta-Kapha,Moderate,Main course with rice
Chhattisgarh,Pitha,Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Kapha,Agni Enhancer,Main dish or dessert
Chhattisgarh,Chana Dal,Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Kapha,Agni Enhancer,Main dish with rice
Chhattisgarh,Rice and Sabzi,Madhura (Sweet),Shita (Cooling),Madhura (Sweet),Vata-Pitta,Moderate,Main course
Chhattisgarh,Alu Bonda,Katu (Pungent),Ushna (Heating),Katu (Pungent),Vata,Agni Enhancer,Snack or tea time
Chhattisgarh,Silar Roti,Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Kapha,Moderate,Breakfast or main course
Chhattisgarh,Sabudana Khichdi,Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Kapha,Agni Enhancer,Snack or light meal
Chhattisgarh,Kodo Millet Khichdi,Uttama (Pungent),Shita (Cooling),Madhura (Sweet),Vata-Kapha,Moderate,Main course
Chhattisgarh,Khichdi,Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Pitta,Agni Enhancer,Main course
Chhattisgarh,Tikhur (Arrowroot) Pudding,Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Kapha,Moderate,Dessert
Chhattisgarh,Bitter Gourd Stir-Fry,Katu (Pungent),Ushna (Heating),Katu (Pungent),Pitta,Agni Enhancer,Side dish
Chhattisgarh,Bhajiya (Vegetable Fritters),Katu (Pungent),Ushna (Heating),Katu (Pungent),Vata-Pitta,Agni Enhancer,Tea time snack
Chhattisgarh,Kachori,Katu (Pungent),Ushna (Heating),Katu (Pungent),Pitta,Agni Enhancer,Snack
Chhattisgarh,Sonth Chutney,Katu (Pungent),Ushna (Heating),Katu (Pungent),Pitta,Agni Enhancer,Condiment
Chhattisgarh,Chloris (Chhattisgarhi bhaji),Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Kapha,Moderate,Main course
Chhattisgarh,Pumpkin Curry,Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Kapha,Moderate,Main dish with rice
Chhattisgarh,Lentil Soup,Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Kapha,Agni Enhancer,Light meal
Chhattisgarh,Methi Thepla,Katu (Pungent),Ushna (Heating),Katu (Pungent),Vata-Pitta,Agni Enhancer,Breakfast or snack
Chhattisgarh,Bitter Gourd Curry,Katu (Pungent),Ushna (Heating),Katu (Pungent),Pitta,Agni Enhancer,Main dish
Chhattisgarh,Mung Bean Stir-Fry,Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Kapha,Moderate,Side dish
Chhattisgarh,Masoor Dal,Madhura (Sweet),Ushna (Heating),Madhura (Sweet),Vata-Kapha,Agni Enhancer,Main dish
Chhattisgarh,Rai Chutney,Katu (Pungent),Ushna (Heating),Katu (Pungent),Pitta,Agni Enhancer,Condiment for meals
Chhattisgarh,Cabbage Stir-Fry,Katu (Pungent),Ushna (Heating),Katu (Pungent),Vata-Pitta,Agni Enhancer,Side dish
Chhattisgarh,Chana Samosa,"Katu, Uda",Ushna,Madhura,Vata-Pitta,Deepens Agni,As a snack or appetizer
Chhattisgarh,Farcha,"Uda, Katu",Ushna,Madhura,Vata-Pitta,Stimulates Agni,Main course with rice
Chhattisgarh,Bafauri,"Madhura, Katu",Ushna,Madhura,Vata-Kapha,Enhances Agni,Snack or tea time
Chhattisgarh,Bhajiya,"Uda, Katu",Ushna,Amla,Pitta-Kapha,Alleviates Agni,Snack with tea
Chhattisgarh,Dal Bafla,"Madhura, Amla",Ushna,Madhura,Vata-Pitta,Enhances Agni,Main meal alongside vegetables
Chhattisgarh,Rice with Chana Dal,Madhura,Shita,Madhura,Vata-Pitta,Balances Agni,Main course with salad
Chhattisgarh,Til Ladoo,"Madhura, Katu",Ushna,Madhura,Vata-Kapha,Boosts Agni,As a dessert or snack
Chhattisgarh,Kadhi,"Amla, Madhura",Ushna,Madhura,Pitta,Stimulates Agni,With rice
Chhattisgarh,Khichdi,Madhura,Shita,Madhura,Vata-Pitta,Balances Agni,Comfort food during illness
Chhattisgarh,Chaulai ki Sabzi,"Amla, Katu",Ushna,Madhura,Vata-Kapha,Enhances Agni,As a side dish
Chhattisgarh,Bharwa Mirch,"Katu, Uda",Ushna,Madhura,Vata-Pitta,Stimulates Agni,Main dish with roti
Chhattisgarh,Paneer Tikka,"Madhura, Katu",Ushna,Madhura,Vata-Kapha,Enhances Agni,As an appetizer
Chhattisgarh,Raita,"Madhura, Amla",Shita,Madhura,Vata-Pitta,Balances Agni,Side dish with main course
Chhattisgarh,Tandoori Missi Roti,Katu,Ushna,Madhura,Vata-Kapha,Stimulates Agni,Accompanying main dishes
Chhattisgarh,Dal Pithi,"Madhura, Amla",Ushna,Madhura,Vata-Pitta,Enhances Agni,Main meal with rice
